TAX,ASSESSED
FULL MKT VAL,1670903
COUNTY TAXABLE,27140
VILLAGE TAXABLE,27140
SCHOOL TAXABLE,28150
FULL MKT VAL,1590395
COUNTY TAXABLE,33400
VILLAGE TAXABLE,33400
SCHOOL TAXABLE,33400
FULL MKT VAL,1887005
COUNTY TAXABLE,15492
VILLAGE TAXABLE,15492
SCHOOL TAXABLE,15345
FULL MKT VAL,970338
COUNTY TAXABLE,17100
VILLAGE TAXABLE,17100
SCHOOL TAXABLE,15270
FULL MKT VAL,966101
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,14700
FULL MKT VAL,830508
COUNTY TAXABLE,20500
VILLAGE TAXABLE,20500
SCHOOL TAXABLE,20500
FULL MKT VAL,1158192
COUNTY TAXABLE,28500
VILLAGE TAXABLE,28500
SCHOOL TAXABLE,28500
FULL MKT VAL,1610169
COUNTY TAXABLE,20990
VILLAGE TAXABLE,20990
FULL MKT VAL,1242937
SCHOOL TAXABLE,20170
COUNTY TAXABLE,28500
VILLAGE TAXABLE,28500
SCHOOL TAXABLE,28500
FULL MKT VAL,1610169
COUNTY TAXABLE,23750
VILLAGE TAXABLE,23750
SCHOOL TAXABLE,21920
FULL MKT VAL,1341807
COUNTY TAXABLE,21550
VILLAGE TAXABLE,21550
SCHOOL TAXABLE,21550
FULL MKT VAL,1217514
COUNTY TAXABLE,19875
VILLAGE TAXABLE,19875
SCHOOL TAXABLE,18045
FULL MKT VAL,1122881
COUNTY TAXABLE,28550
VILLAGE TAXABLE,28550
SCHOOL TAXABLE,28550
FULL MKT VAL,1612994
COUNTY TAXABLE,24785
VILLAGE TAXABLE,24785
SCHOOL TAXABLE,24785
FULL MKT VAL,1400282
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,16200
FULL MKT VAL,915254
COUNTY TAXABLE,29900
VILLAGE TAXABLE,29900
SCHOOL TAXABLE,29900
FULL MKT VAL,1689265
COUNTY TAXABLE,32175
VILLAGE TAXABLE,32175
SCHOOL TAXABLE,30345
FULL MKT VAL,1817796
COUNTY TAXABLE,42675
VILLAGE TAXABLE,42675
SCHOOL TAXABLE,42675
FULL MKT VAL,2411016
COUNTY TAXABLE,32150
VILLAGE TAXABLE,32150
SCHOOL TAXABLE,30320
FULL MKT VAL,1816384
COUNTY TAXABLE,17400
VILLAGE TAXABLE,17400
SCHOOL TAXABLE,15570
FULL MKT VAL,983050
COUNTY TAXABLE,21200
VILLAGE TAXABLE,21200
SCHOOL TAXABLE,19370
FULL MKT VAL,1197740
COUNTY TAXABLE,55525
VILLAGE TAXABLE,55525
SCHOOL TAXABLE,55525
FULL MKT VAL,3137005
COUNTY TAXABLE,18200
VILLAGE TAXABLE,18200
SCHOOL TAXABLE,18200
FULL MKT VAL,1028248
COUNTY TAXABLE,45200
VILLAGE TAXABLE,45200
SCHOOL TAXABLE,45200
FULL MKT VAL,2553672
COUNTY TAXABLE,32450
VILLAGE TAXABLE,32450
SCHOOL TAXABLE,32450
FULL MKT VAL,1833333
COUNTY TAXABLE,32700
VILLAGE TAXABLE,32700
SCHOOL TAXABLE,32700
FULL MKT VAL,1847457
COUNTY TAXABLE,22650
VILLAGE TAXABLE,22650
SCHOOL TAXABLE,22650
FULL MKT VAL,1279661
COUNTY TAXABLE,27000
VILLAGE TAXABLE,27000
SCHOOL TAXABLE,27000
FULL MKT VAL,1525423
COUNTY TAXABLE,1300
VILLAGE TAXABLE,1300
SCHOOL TAXABLE,1300
FULL MKT VAL,73446
COUNTY TAXABLE,4200
VILLAGE TAXABLE,4200
SCHOOL TAXABLE,4200
FULL MKT VAL,237288
COUNTY TAXABLE,19000
VILLAGE TAXABLE,19000
SCHOOL TAXABLE,17170
FULL MKT VAL,1073446
COUNTY TAXABLE,25450
VILLAGE TAXABLE,25450
SCHOOL TAXABLE,25450
FULL MKT VAL,1437853
COUNTY TAXABLE,18575
VILLAGE TAXABLE,18575
SCHOOL TAXABLE,18575
FULL MKT VAL,1049435
COUNTY TAXABLE,23300
VILLAGE TAXABLE,23300
SCHOOL TAXABLE,23300
FULL MKT VAL,1316384
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,21070
FULL MKT VAL,1293785
COUNTY TAXABLE,25475
VILLAGE TAXABLE,25475
SCHOOL TAXABLE,23645
FULL MKT VAL,1439265
COUNTY TAXABLE,32175
VILLAGE TAXABLE,32175
SCHOOL TAXABLE,32175
FULL MKT VAL,1817796
COUNTY TAXABLE,16217
VILLAGE TAXABLE,16217
FULL MKT VAL,1011299
SCHOOL TAXABLE,16070
COUNTY TAXABLE,30175
VILLAGE TAXABLE,30175
SCHOOL TAXABLE,30175
FULL MKT VAL,1704802
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,17000
VILLAGE TAXABLE,17000
SCHOOL TAXABLE,17000
FULL MKT VAL,960451
COUNTY TAXABLE,25975
VILLAGE TAXABLE,25975
SCHOOL TAXABLE,24145
FULL MKT VAL,1467514
COUNTY TAXABLE,36100
VILLAGE TAXABLE,36100
SCHOOL TAXABLE,36100
FULL MKT VAL,2039548
COUNTY TAXABLE,38575
VILLAGE TAXABLE,38575
SCHOOL TAXABLE,38575
FULL MKT VAL,2179378
COUNTY TAXABLE,24225
VILLAGE TAXABLE,24225
SCHOOL TAXABLE,24225
FULL MKT VAL,1368644
COUNTY TAXABLE,23500
VILLAGE TAXABLE,23500
SCHOOL TAXABLE,21670
FULL MKT VAL,1327683
COUNTY TAXABLE,28450
VILLAGE TAXABLE,28450
SCHOOL TAXABLE,26620
FULL MKT VAL,1607344
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,15770
FULL MKT VAL,994350
COUNTY TAXABLE,28500
VILLAGE TAXABLE,28500
SCHOOL TAXABLE,26670
FULL MKT VAL,1610169
COUNTY TAXABLE,98750
VILLAGE TAXABLE,98750
SCHOOL TAXABLE,98750
FULL MKT VAL,5579096
COUNTY TAXABLE,36800
VILLAGE TAXABLE,36800
SCHOOL TAXABLE,34970
FULL MKT VAL,2079096
COUNTY TAXABLE,29500
VILLAGE TAXABLE,29500
SCHOOL TAXABLE,27670
FULL MKT VAL,1666666
COUNTY TAXABLE,24725
VILLAGE TAXABLE,24725
SCHOOL TAXABLE,24725
FULL MKT VAL,1396892
COUNTY TAXABLE,24200
VILLAGE TAXABLE,24200
SCHOOL TAXABLE,24200
FULL MKT VAL,1367231
COUNTY TAXABLE,38225
VILLAGE TAXABLE,38225
SCHOOL TAXABLE,38225
FULL MKT VAL,2159604
COUNTY TAXABLE,35500
VILLAGE TAXABLE,35500
SCHOOL TAXABLE,35500
FULL MKT VAL,2005649
COUNTY TAXABLE,33925
VILLAGE TAXABLE,33925
SCHOOL TAXABLE,33925
FULL MKT VAL,1916666
COUNTY TAXABLE,23600
VILLAGE TAXABLE,23600
SCHOOL TAXABLE,23600
FULL MKT VAL,1333333
COUNTY TAXABLE,43000
VILLAGE TAXABLE,43000
SCHOOL TAXABLE,43000
FULL MKT VAL,2429378
COUNTY TAXABLE,52800
VILLAGE TAXABLE,52800
SCHOOL TAXABLE,52800
FULL MKT VAL,2983050
COUNTY TAXABLE,15600
VILLAGE TAXABLE,15600
SCHOOL TAXABLE,13770
FULL MKT VAL,881355
COUNTY TAXABLE,33000
VILLAGE TAXABLE,33000
SCHOOL TAXABLE,33000
FULL MKT VAL,1864406
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,14000
FULL MKT VAL,790960
COUNTY TAXABLE,21475
VILLAGE TAXABLE,21475
SCHOOL TAXABLE,17685
FULL MKT VAL,1213276
COUNTY TAXABLE,41675
VILLAGE TAXABLE,41675
SCHOOL TAXABLE,41675
FULL MKT VAL,2354519
COUNTY TAXABLE,41950
VILLAGE TAXABLE,41950
SCHOOL TAXABLE,41950
FULL MKT VAL,2370056
COUNTY TAXABLE,25175
VILLAGE TAXABLE,25175
SCHOOL TAXABLE,25175
FULL MKT VAL,1422316
COUNTY TAXABLE,28350
VILLAGE TAXABLE,28350
SCHOOL TAXABLE,28350
FULL MKT VAL,1601694
COUNTY TAXABLE,56320
VILLAGE TAXABLE,56320
SCHOOL TAXABLE,56320
FULL MKT VAL,3181920
COUNTY TAXABLE,36950
VILLAGE TAXABLE,36950
SCHOOL TAXABLE,36950
FULL MKT VAL,2087570
COUNTY TAXABLE,39450
VILLAGE TAXABLE,39450
SCHOOL TAXABLE,39450
FULL MKT VAL,2228813
COUNTY TAXABLE,31000
VILLAGE TAXABLE,31000
SCHOOL TAXABLE,31000
FULL MKT VAL,1751412
COUNTY TAXABLE,61600
VILLAGE TAXABLE,61600
SCHOOL TAXABLE,61600
FULL MKT VAL,3480225
COUNTY TAXABLE,12150
VILLAGE TAXABLE,12150
SCHOOL TAXABLE,12150
FULL MKT VAL,686440
COUNTY TAXABLE,28825
VILLAGE TAXABLE,28825
SCHOOL TAXABLE,26995
FULL MKT VAL,1628531
COUNTY TAXABLE,23350
VILLAGE TAXABLE,23350
SCHOOL TAXABLE,23350
FULL MKT VAL,1319209
COUNTY TAXABLE,13100
VILLAGE TAXABLE,13100
SCHOOL TAXABLE,11270
FULL MKT VAL,740112
COUNTY TAXABLE,34655
VILLAGE TAXABLE,34655
SCHOOL TAXABLE,34655
FULL MKT VAL,1957909
COUNTY TAXABLE,16700
VILLAGE TAXABLE,16700
SCHOOL TAXABLE,16700
FULL MKT VAL,943502
COUNTY TAXABLE,23275
VILLAGE TAXABLE,23275
SCHOOL TAXABLE,21445
FULL MKT VAL,1314971
COUNTY TAXABLE,21450
VILLAGE TAXABLE,21450
SCHOOL TAXABLE,23200
FULL MKT VAL,1310734
COUNTY TAXABLE,14400
VILLAGE TAXABLE,14400
SCHOOL TAXABLE,10610
FULL MKT VAL,813559
COUNTY TAXABLE,22700
VILLAGE TAXABLE,22700
SCHOOL TAXABLE,22700
FULL MKT VAL,1282485
COUNTY TAXABLE,17150
VILLAGE TAXABLE,17150
SCHOOL TAXABLE,15320
FULL MKT VAL,968926
COUNTY TAXABLE,22900
VILLAGE TAXABLE,22900
SCHOOL TAXABLE,21070
FULL MKT VAL,1293785
COUNTY TAXABLE,12000
VILLAGE TAXABLE,12000
SCHOOL TAXABLE,10170
FULL MKT VAL,677966
COUNTY TAXABLE,2700
VILLAGE TAXABLE,2700
SCHOOL TAXABLE,2700
FULL MKT VAL,152542
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
SCHOOL TAXABLE,12300
FULL MKT VAL,694915
COUNTY TAXABLE,17100
VILLAGE TAXABLE,17100
SCHOOL TAXABLE,15270
FULL MKT VAL,966101
COUNTY TAXABLE,22450
VILLAGE TAXABLE,22450
SCHOOL TAXABLE,20620
FULL MKT VAL,1268361
COUNTY TAXABLE,21800
VILLAGE TAXABLE,21800
SCHOOL TAXABLE,21800
FULL MKT VAL,1231638
COUNTY TAXABLE,19300
VILLAGE TAXABLE,19300
SCHOOL TAXABLE,19300
FULL MKT VAL,1090395
COUNTY TAXABLE,19442
VILLAGE TAXABLE,19442
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,43100
VILLAGE TAXABLE,43100
SCHOOL TAXABLE,41270
FULL MKT VAL,2435028
COUNTY TAXABLE,29925
VILLAGE TAXABLE,29925
SCHOOL TAXABLE,29925
FULL MKT VAL,1690677
COUNTY TAXABLE,10400
VILLAGE TAXABLE,10400
FULL MKT VAL,870056
SCHOOL TAXABLE,11610
COUNTY TAXABLE,27525
VILLAGE TAXABLE,27525
SCHOOL TAXABLE,27525
FULL MKT VAL,1555084
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,21000
FULL MKT VAL,1186440
COUNTY TAXABLE,15400
VILLAGE TAXABLE,15400
SCHOOL TAXABLE,13570
FULL MKT VAL,870056
COUNTY TAXABLE,20900
VILLAGE TAXABLE,20900
SCHOOL TAXABLE,19070
FULL MKT VAL,1180790
COUNTY TAXABLE,16317
VILLAGE TAXABLE,16317
SCHOOL TAXABLE,16170
FULL MKT VAL,1016949
COUNTY TAXABLE,17800
VILLAGE TAXABLE,17800
SCHOOL TAXABLE,17800
FULL MKT VAL,1005649
COUNTY TAXABLE,34930
VILLAGE TAXABLE,34930
SCHOOL TAXABLE,34930
FULL MKT VAL,1973446
COUNTY TAXABLE,14825
VILLAGE TAXABLE,14825
SCHOOL TAXABLE,14825
FULL MKT VAL,837570
COUNTY TAXABLE,19425
VILLAGE TAXABLE,19425
SCHOOL TAXABLE,17595
FULL MKT VAL,1097457
COUNTY TAXABLE,15400
VILLAGE TAXABLE,15400
SCHOOL TAXABLE,13570
FULL MKT VAL,870056
COUNTY TAXABLE,53200
VILLAGE TAXABLE,53200
SCHOOL TAXABLE,53200
FULL MKT VAL,3005649
COUNTY TAXABLE,19000
VILLAGE TAXABLE,19000
SCHOOL TAXABLE,19000
FULL MKT VAL,1073446
COUNTY TAXABLE,17300
VILLAGE TAXABLE,17300
SCHOOL TAXABLE,15470
FULL MKT VAL,977401
COUNTY TAXABLE,38075
VILLAGE TAXABLE,38075
SCHOOL TAXABLE,38075
FULL MKT VAL,2151129
COUNTY TAXABLE,17875
VILLAGE TAXABLE,17875
SCHOOL TAXABLE,16045
FULL MKT VAL,1009887
COUNTY TAXABLE,31675
VILLAGE TAXABLE,31675
SCHOOL TAXABLE,31675
FULL MKT VAL,1789548
COUNTY TAXABLE,26975
VILLAGE TAXABLE,26975
SCHOOL TAXABLE,25145
FULL MKT VAL,1524011
COUNTY TAXABLE,102700
VILLAGE TAXABLE,102700
SCHOOL TAXABLE,102700
FULL MKT VAL,5802259
COUNTY TAXABLE,29400
VILLAGE TAXABLE,29400
SCHOOL TAXABLE,29400
FULL MKT VAL,1661016
COUNTY TAXABLE,56100
VILLAGE TAXABLE,56100
SCHOOL TAXABLE,56100
FULL MKT VAL,3169491
COUNTY TAXABLE,30425
VILLAGE TAXABLE,30425
SCHOOL TAXABLE,28595
FULL MKT VAL,1718926
COUNTY TAXABLE,32235
VILLAGE TAXABLE,32235
SCHOOL TAXABLE,32235
FULL MKT VAL,1821186
COUNTY TAXABLE,25975
VILLAGE TAXABLE,25975
SCHOOL TAXABLE,24145
FULL MKT VAL,1467514
COUNTY TAXABLE,25600
VILLAGE TAXABLE,25600
SCHOOL TAXABLE,25600
FULL MKT VAL,1446327
COUNTY TAXABLE,23025
VILLAGE TAXABLE,23025
SCHOOL TAXABLE,23025
FULL MKT VAL,1300847
COUNTY TAXABLE,25350
VILLAGE TAXABLE,25350
SCHOOL TAXABLE,25350
FULL MKT VAL,1432203
COUNTY TAXABLE,23575
VILLAGE TAXABLE,23575
SCHOOL TAXABLE,21745
FULL MKT VAL,1331920
COUNTY TAXABLE,27500
VILLAGE TAXABLE,27500
SCHOOL TAXABLE,27500
FULL MKT VAL,1553672
COUNTY TAXABLE,31600
VILLAGE TAXABLE,31600
SCHOOL TAXABLE,31600
FULL MKT VAL,1785310
COUNTY TAXABLE,28280
VILLAGE TAXABLE,28280
SCHOOL TAXABLE,26450
FULL MKT VAL,1597740
COUNTY TAXABLE,5200
VILLAGE TAXABLE,5200
SCHOOL TAXABLE,5200
FULL MKT VAL,293785
COUNTY TAXABLE,25750
VILLAGE TAXABLE,25750
SCHOOL TAXABLE,25750
FULL MKT VAL,1454802
COUNTY TAXABLE,37700
VILLAGE TAXABLE,37700
SCHOOL TAXABLE,37700
FULL MKT VAL,2129943
COUNTY TAXABLE,24650
VILLAGE TAXABLE,24650
SCHOOL TAXABLE,24650
FULL MKT VAL,1392655
COUNTY TAXABLE,23750
VILLAGE TAXABLE,23750
SCHOOL TAXABLE,23750
FULL MKT VAL,1341807
COUNTY TAXABLE,21350
VILLAGE TAXABLE,21350
SCHOOL TAXABLE,19520
FULL MKT VAL,1206214
COUNTY TAXABLE,18740
VILLAGE TAXABLE,18740
FULL MKT VAL,1115819
SCHOOL TAXABLE,15960
COUNTY TAXABLE,21800
VILLAGE TAXABLE,21800
SCHOOL TAXABLE,21800
FULL MKT VAL,1231638
COUNTY TAXABLE,22400
VILLAGE TAXABLE,22400
SCHOOL TAXABLE,22400
FULL MKT VAL,1265536
COUNTY TAXABLE,23250
VILLAGE TAXABLE,23250
SCHOOL TAXABLE,23250
FULL MKT VAL,1313559
COUNTY TAXABLE,18300
VILLAGE TAXABLE,18300
SCHOOL TAXABLE,18300
FULL MKT VAL,1033898
COUNTY TAXABLE,26475
VILLAGE TAXABLE,26475
SCHOOL TAXABLE,26475
FULL MKT VAL,1495762
COUNTY TAXABLE,21325
VILLAGE TAXABLE,21325
SCHOOL TAXABLE,21325
FULL MKT VAL,1204802
COUNTY TAXABLE,23250
VILLAGE TAXABLE,23250
SCHOOL TAXABLE,19460
FULL MKT VAL,1313559
COUNTY TAXABLE,20850
VILLAGE TAXABLE,20850
SCHOOL TAXABLE,19020
FULL MKT VAL,1177966
COUNTY TAXABLE,23900
VILLAGE TAXABLE,23900
SCHOOL TAXABLE,22070
FULL MKT VAL,1350282
COUNTY TAXABLE,21200
VILLAGE TAXABLE,21200
SCHOOL TAXABLE,21200
FULL MKT VAL,1197740
COUNTY TAXABLE,17950
VILLAGE TAXABLE,17950
SCHOOL TAXABLE,17950
FULL MKT VAL,1014124
COUNTY TAXABLE,37850
VILLAGE TAXABLE,37850
SCHOOL TAXABLE,36020
FULL MKT VAL,2138418
COUNTY TAXABLE,31550
VILLAGE TAXABLE,31550
SCHOOL TAXABLE,31550
FULL MKT VAL,1782485
COUNTY TAXABLE,18500
VILLAGE TAXABLE,18500
SCHOOL TAXABLE,16670
FULL MKT VAL,1045197
COUNTY TAXABLE,42825
VILLAGE TAXABLE,42825
SCHOOL TAXABLE,42825
FULL MKT VAL,2419491
COUNTY TAXABLE,33875
VILLAGE TAXABLE,33875
SCHOOL TAXABLE,33875
FULL MKT VAL,1913841
COUNTY TAXABLE,18300
VILLAGE TAXABLE,18300
SCHOOL TAXABLE,18300
FULL MKT VAL,1033898
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,21125
FULL MKT VAL,1193502
COUNTY TAXABLE,39500
VILLAGE TAXABLE,39500
SCHOOL TAXABLE,39500
FULL MKT VAL,2231638
COUNTY TAXABLE,23250
VILLAGE TAXABLE,23250
SCHOOL TAXABLE,23250
FULL MKT VAL,1313559
COUNTY TAXABLE,40500
VILLAGE TAXABLE,40500
SCHOOL TAXABLE,40500
FULL MKT VAL,2288135
COUNTY TAXABLE,19450
VILLAGE TAXABLE,19450
SCHOOL TAXABLE,17620
FULL MKT VAL,1098870
COUNTY TAXABLE,18900
VILLAGE TAXABLE,18900
SCHOOL TAXABLE,15110
FULL MKT VAL,1067796
COUNTY TAXABLE,19500
VILLAGE TAXABLE,19500
SCHOOL TAXABLE,17670
FULL MKT VAL,1101694
COUNTY TAXABLE,30500
VILLAGE TAXABLE,30500
SCHOOL TAXABLE,30500
FULL MKT VAL,1723163
COUNTY TAXABLE,23700
VILLAGE TAXABLE,23700
SCHOOL TAXABLE,21870
FULL MKT VAL,1338983
COUNTY TAXABLE,23675
VILLAGE TAXABLE,23675
SCHOOL TAXABLE,21845
FULL MKT VAL,1337570
COUNTY TAXABLE,4400
VILLAGE TAXABLE,4400
SCHOOL TAXABLE,4400
FULL MKT VAL,248587
COUNTY TAXABLE,9900
VILLAGE TAXABLE,9900
SCHOOL TAXABLE,6110
FULL MKT VAL,1118644
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
SCHOOL TAXABLE,17200
FULL MKT VAL,971751
COUNTY TAXABLE,21050
VILLAGE TAXABLE,21050
SCHOOL TAXABLE,19220
FULL MKT VAL,1189265
COUNTY TAXABLE,22100
VILLAGE TAXABLE,22100
SCHOOL TAXABLE,20270
FULL MKT VAL,1248587
COUNTY TAXABLE,15850
VILLAGE TAXABLE,15850
SCHOOL TAXABLE,12060
FULL MKT VAL,895480
COUNTY TAXABLE,14950
VILLAGE TAXABLE,14950
SCHOOL TAXABLE,13120
FULL MKT VAL,844632
COUNTY TAXABLE,22200
VILLAGE TAXABLE,22200
SCHOOL TAXABLE,20370
FULL MKT VAL,1254237
COUNTY TAXABLE,26400
VILLAGE TAXABLE,26400
SCHOOL TAXABLE,26400
FULL MKT VAL,1491525
COUNTY TAXABLE,52650
VILLAGE TAXABLE,52650
SCHOOL TAXABLE,52650
FULL MKT VAL,2974576
COUNTY TAXABLE,26050
VILLAGE TAXABLE,26050
SCHOOL TAXABLE,24220
FULL MKT VAL,1471751
COUNTY TAXABLE,4800
VILLAGE TAXABLE,4800
SCHOOL TAXABLE,4800
FULL MKT VAL,271186
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,20250
FULL MKT VAL,1144067
COUNTY TAXABLE,13500
VILLAGE TAXABLE,13500
SCHOOL TAXABLE,16670
FULL MKT VAL,1045197
COUNTY TAXABLE,20075
VILLAGE TAXABLE,20075
SCHOOL TAXABLE,20075
FULL MKT VAL,1134180
COUNTY TAXABLE,34325
VILLAGE TAXABLE,34325
SCHOOL TAXABLE,32495
FULL MKT VAL,1939265
COUNTY TAXABLE,36325
VILLAGE TAXABLE,36325
SCHOOL TAXABLE,36325
FULL MKT VAL,2052259
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,13810
FULL MKT VAL,994350
COUNTY TAXABLE,19300
VILLAGE TAXABLE,19300
SCHOOL TAXABLE,17470
FULL MKT VAL,1090395
COUNTY TAXABLE,23100
VILLAGE TAXABLE,23100
SCHOOL TAXABLE,21270
FULL MKT VAL,1305084
COUNTY TAXABLE,12775
VILLAGE TAXABLE,12775
SCHOOL TAXABLE,13985
FULL MKT VAL,1004237
COUNTY TAXABLE,24800
VILLAGE TAXABLE,24800
SCHOOL TAXABLE,24800
FULL MKT VAL,1401129
COUNTY TAXABLE,18550
VILLAGE TAXABLE,18550
SCHOOL TAXABLE,18550
FULL MKT VAL,1048022
COUNTY TAXABLE,21350
VILLAGE TAXABLE,21350
SCHOOL TAXABLE,21350
FULL MKT VAL,1206214
COUNTY TAXABLE,21325
VILLAGE TAXABLE,21325
SCHOOL TAXABLE,19495
FULL MKT VAL,1204802
COUNTY TAXABLE,38425
VILLAGE TAXABLE,38425
SCHOOL TAXABLE,38425
FULL MKT VAL,2170903
COUNTY TAXABLE,27250
VILLAGE TAXABLE,27250
SCHOOL TAXABLE,27250
FULL MKT VAL,1539548
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,19470
FULL MKT VAL,1203389
COUNTY TAXABLE,26800
VILLAGE TAXABLE,26800
SCHOOL TAXABLE,26800
FULL MKT VAL,1514124
COUNTY TAXABLE,30500
VILLAGE TAXABLE,30500
SCHOOL TAXABLE,30500
FULL MKT VAL,1723163
COUNTY TAXABLE,41550
VILLAGE TAXABLE,41550
SCHOOL TAXABLE,41550
FULL MKT VAL,2347457
COUNTY TAXABLE,39150
VILLAGE TAXABLE,39150
SCHOOL TAXABLE,37320
FULL MKT VAL,2211864
COUNTY TAXABLE,36600
VILLAGE TAXABLE,36600
SCHOOL TAXABLE,36600
FULL MKT VAL,2067796
COUNTY TAXABLE,28100
VILLAGE TAXABLE,28100
SCHOOL TAXABLE,28100
FULL MKT VAL,1587570
COUNTY TAXABLE,36600
VILLAGE TAXABLE,36600
SCHOOL TAXABLE,36600
FULL MKT VAL,2067796
COUNTY TAXABLE,25150
VILLAGE TAXABLE,25150
SCHOOL TAXABLE,25150
FULL MKT VAL,1420903
COUNTY TAXABLE,30800
VILLAGE TAXABLE,30800
SCHOOL TAXABLE,30800
FULL MKT VAL,1740112
COUNTY TAXABLE,17550
VILLAGE TAXABLE,17550
FULL MKT VAL,1262711
SCHOOL TAXABLE,20520
COUNTY TAXABLE,50600
VILLAGE TAXABLE,50600
SCHOOL TAXABLE,50600
FULL MKT VAL,2858757
COUNTY TAXABLE,75000
VILLAGE TAXABLE,75000
SCHOOL TAXABLE,75000
FULL MKT VAL,4237288
COUNTY TAXABLE,44275
VILLAGE TAXABLE,44275
SCHOOL TAXABLE,44275
FULL MKT VAL,2501412
COUNTY TAXABLE,25600
VILLAGE TAXABLE,25600
SCHOOL TAXABLE,25600
FULL MKT VAL,1446327
COUNTY TAXABLE,32625
VILLAGE TAXABLE,32625
SCHOOL TAXABLE,32625
FULL MKT VAL,1843220
COUNTY TAXABLE,35250
VILLAGE TAXABLE,35250
SCHOOL TAXABLE,33420
FULL MKT VAL,1991525
COUNTY TAXABLE,34550
VILLAGE TAXABLE,34550
SCHOOL TAXABLE,32720
FULL MKT VAL,1951977
COUNTY TAXABLE,24000
VILLAGE TAXABLE,24000
SCHOOL TAXABLE,24000
FULL MKT VAL,1355932
COUNTY TAXABLE,29625
VILLAGE TAXABLE,29625
SCHOOL TAXABLE,29625
FULL MKT VAL,1673728
COUNTY TAXABLE,29250
VILLAGE TAXABLE,29250
SCHOOL TAXABLE,27420
FULL MKT VAL,1652542
COUNTY TAXABLE,22300
VILLAGE TAXABLE,22300
SCHOOL TAXABLE,22300
FULL MKT VAL,1259887
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,15770
FULL MKT VAL,994350
COUNTY TAXABLE,31075
VILLAGE TAXABLE,31075
SCHOOL TAXABLE,31075
FULL MKT VAL,1755649
COUNTY TAXABLE,5700
VILLAGE TAXABLE,5700
SCHOOL TAXABLE,5700
FULL MKT VAL,322033
COUNTY TAXABLE,29200
VILLAGE TAXABLE,29200
SCHOOL TAXABLE,27370
FULL MKT VAL,1649717
COUNTY TAXABLE,46000
VILLAGE TAXABLE,46000
SCHOOL TAXABLE,44170
FULL MKT VAL,2598870
COUNTY TAXABLE,25100
VILLAGE TAXABLE,25100
SCHOOL TAXABLE,23270
FULL MKT VAL,1418079
COUNTY TAXABLE,24650
VILLAGE TAXABLE,24650
SCHOOL TAXABLE,24650
FULL MKT VAL,1392655
COUNTY TAXABLE,19800
VILLAGE TAXABLE,19800
SCHOOL TAXABLE,19800
FULL MKT VAL,1118644
COUNTY TAXABLE,32625
VILLAGE TAXABLE,32625
SCHOOL TAXABLE,32625
FULL MKT VAL,1843220
COUNTY TAXABLE,39500
VILLAGE TAXABLE,39500
SCHOOL TAXABLE,39500
FULL MKT VAL,2231638
COUNTY TAXABLE,33750
VILLAGE TAXABLE,33750
SCHOOL TAXABLE,33750
FULL MKT VAL,1906779
COUNTY TAXABLE,38817
VILLAGE TAXABLE,38817
SCHOOL TAXABLE,40500
FULL MKT VAL,2288135
COUNTY TAXABLE,32575
VILLAGE TAXABLE,32575
SCHOOL TAXABLE,30745
FULL MKT VAL,1840395
COUNTY TAXABLE,21017
VILLAGE TAXABLE,21017
FULL MKT VAL,1282485
SCHOOL TAXABLE,20870
COUNTY TAXABLE,38300
VILLAGE TAXABLE,38300
SCHOOL TAXABLE,36470
FULL MKT VAL,2163841
COUNTY TAXABLE,30975
VILLAGE TAXABLE,30975
SCHOOL TAXABLE,30975
FULL MKT VAL,1749999
COUNTY TAXABLE,27970
VILLAGE TAXABLE,27970
SCHOOL TAXABLE,27970
FULL MKT VAL,1580225
COUNTY TAXABLE,39700
VILLAGE TAXABLE,39700
SCHOOL TAXABLE,39700
FULL MKT VAL,2242937
COUNTY TAXABLE,31400
VILLAGE TAXABLE,31400
SCHOOL TAXABLE,31400
FULL MKT VAL,1774011
COUNTY TAXABLE,23590
VILLAGE TAXABLE,23590
FULL MKT VAL,1389830
SCHOOL TAXABLE,22770
COUNTY TAXABLE,24100
VILLAGE TAXABLE,24100
